   0   0	52.0236858	0.0000000000
   2   0	19.7127223	0.0000000000
   4   0	9.95451075	0.0000000000
   6   0	5.54748371	0.0000000000
   8   0	3.24075086	0.0000000000
  10   0	1.94607074	0.0000000000
  12   0	1.18990207	0.0000000000
  14   0	0.736879692	0.0000000000
  16   0	0.460675214	0.0000000000
  18   0	0.290115054	0.0000000000
  20   0	0.183769614	0.0000000000
  22   0    0.1169597559 0.0000000000
  24   0    0.07473242072 0.0000000000
  26   0    0.04790975726 0.0000000000
  28   0    0.03080149719 0.0000000000
  30   0    0.01985114437 0.0000000000
  32   0    0.01282122223 0.0000000000
  34   0    0.008296427632 0.0000000000
  36   0    0.005377435492 0.0000000000
  38   0    0.00349057286 0.0000000000
  40   0    0.002268676215 0.0000000000
